V1,V2,set,DM_range
24.0,9009.0,3,30to40
28.0,9213.0,4,30to40
40.0,9590.0,5,30to40
40.0,9571.0,6,30to40
40.0,9572.0,7,30to40
39.0,9528.0,8,30to40
40.0,9708.0,9,30to40
39.0,9460.0,10,30to40
40.0,9553.0,11,30to40
40.0,9552.0,12,30to40
40.0,9793.0,13,30to40
40.0,9701.0,14,30to40
40.0,9663.0,15,30to40
40.0,9558.0,16,30to40
40.0,9299.0,17,30to40
40.0,9520.0,18,30to40
37.0,9471.0,19,30to40
38.0,9265.0,20,30to40
40.0,9591.0,21,30to40
39.0,9562.0,22,30to40
40.0,9636.0,23,30to40
40.0,9613.0,24,30to40
40.0,9799.0,25,30to40
39.0,9506.0,26,30to40
39.0,9496.0,27,30to40
39.0,9535.0,28,30to40
37.0,9452.0,29,30to40
20.0,8660.0,0,10to20
20.0,8630.0,1,10to20
20.0,8683.0,2,10to20
20.0,8674.0,3,10to20
20.0,8540.0,4,10to20
20.0,8684.0,5,10to20
19.0,8662.0,6,10to20
20.0,8687.0,7,10to20
19.0,8633.0,8,10to20
20.0,8655.0,9,10to20
20.0,8661.0,10,10to20
20.0,8681.0,11,10to20
20.0,8686.0,12,10to20
20.0,8628.0,13,10to20
20.0,8672.0,14,10to20
20.0,8633.0,15,10to20
20.0,8606.0,16,10to20
19.0,8572.0,17,10to20
14.0,8359.0,18,10to20
20.0,8665.0,19,10to20
20.0,8698.0,20,10to20
20.0,8671.0,21,10to20
19.0,8614.0,22,10to20
20.0,8654.0,23,10to20
19.0,8671.0,24,10to20
14.0,8356.0,25,10to20
19.0,8569.0,26,10to20
15.0,8410.0,27,10to20
20.0,8639.0,28,10to20
17.0,8523.0,29,10to20
30.0,9320.0,0,20to30
30.0,9257.0,1,20to30
15.0,8412.0,2,20to30
30.0,9350.0,3,20to30
30.0,9360.0,4,20to30
29.0,9256.0,5,20to30
30.0,9137.0,6,20to30
30.0,9328.0,7,20to30
30.0,9205.0,8,20to30
30.0,9289.0,9,20to30
30.0,9362.0,10,20to30
30.0,9257.0,11,20to30
30.0,9126.0,12,20to30
30.0,9336.0,13,20to30
30.0,9254.0,14,20to30
30.0,9188.0,15,20to30
30.0,9353.0,16,20to30
30.0,9291.0,17,20to30
30.0,9199.0,18,20to30
30.0,9307.0,19,20to30
30.0,9291.0,20,20to30
30.0,9147.0,21,20to30
30.0,9098.0,22,20to30
30.0,9234.0,23,20to30
30.0,9232.0,24,20to30
30.0,9335.0,25,20to30
30.0,9201.0,26,20to30
30.0,9284.0,27,20to30
30.0,9221.0,28,20to30
29.0,9127.0,29,20to30
32.0,9340.0,0,30to40
37.0,9438.0,1,30to40
40.0,9744.0,2,30to40
24.0,9009.0,3,30to40
28.0,9213.0,4,30to40
40.0,9590.0,5,30to40
40.0,9571.0,6,30to40
40.0,9572.0,7,30to40
39.0,9528.0,8,30to40
40.0,9708.0,9,30to40
39.0,9460.0,10,30to40
40.0,9553.0,11,30to40
40.0,9552.0,12,30to40
40.0,9793.0,13,30to40
40.0,9701.0,14,30to40
40.0,9663.0,15,30to40
40.0,9558.0,16,30to40
40.0,9299.0,17,30to40
40.0,9520.0,18,30to40
37.0,9471.0,19,30to40
38.0,9265.0,20,30to40
40.0,9591.0,21,30to40
39.0,9562.0,22,30to40
40.0,9636.0,23,30to40
40.0,9613.0,24,30to40
40.0,9799.0,25,30to40
39.0,9506.0,26,30to40
39.0,9496.0,27,30to40
39.0,9535.0,28,30to40
37.0,9452.0,29,30to40
20.0,8660.0,0,10to20
20.0,8630.0,1,10to20
20.0,8683.0,2,10to20
20.0,8674.0,3,10to20
20.0,8540.0,4,10to20
20.0,8684.0,5,10to20
19.0,8662.0,6,10to20
20.0,8687.0,7,10to20
19.0,8633.0,8,10to20
20.0,8655.0,9,10to20
20.0,8661.0,10,10to20
20.0,8681.0,11,10to20
20.0,8686.0,12,10to20
20.0,8628.0,13,10to20
20.0,8672.0,14,10to20
20.0,8633.0,15,10to20
20.0,8606.0,16,10to20
19.0,8572.0,17,10to20
14.0,8359.0,18,10to20
20.0,8665.0,19,10to20
20.0,8698.0,20,10to20
20.0,8671.0,21,10to20
19.0,8614.0,22,10to20
20.0,8654.0,23,10to20
19.0,8671.0,24,10to20
14.0,8356.0,25,10to20
19.0,8569.0,26,10to20
15.0,8410.0,27,10to20
20.0,8639.0,28,10to20
17.0,8523.0,29,10to20
30.0,9320.0,0,20to30
30.0,9257.0,1,20to30
15.0,8412.0,2,20to30
30.0,9350.0,3,20to30
30.0,9360.0,4,20to30
29.0,9256.0,5,20to30
30.0,9137.0,6,20to30
30.0,9328.0,7,20to30
30.0,9205.0,8,20to30
30.0,9289.0,9,20to30
30.0,9362.0,10,20to30
30.0,9257.0,11,20to30
30.0,9126.0,12,20to30
30.0,9336.0,13,20to30
30.0,9254.0,14,20to30
30.0,9188.0,15,20to30
30.0,9353.0,16,20to30
30.0,9291.0,17,20to30
30.0,9199.0,18,20to30
30.0,9307.0,19,20to30
30.0,9291.0,20,20to30
30.0,9147.0,21,20to30
30.0,9098.0,22,20to30
30.0,9234.0,23,20to30
30.0,9232.0,24,20to30
30.0,9335.0,25,20to30
30.0,9201.0,26,20to30
30.0,9284.0,27,20to30
30.0,9221.0,28,20to30
29.0,9127.0,29,20to30
32.0,9340.0,0,30to40
37.0,9438.0,1,30to40
40.0,9744.0,2,30to40
24.0,9009.0,3,30to40
28.0,9213.0,4,30to40
40.0,9590.0,5,30to40
40.0,9571.0,6,30to40
40.0,9572.0,7,30to40
39.0,9528.0,8,30to40
40.0,9708.0,9,30to40
39.0,9460.0,10,30to40
40.0,9553.0,11,30to40
40.0,9552.0,12,30to40
40.0,9793.0,13,30to40
40.0,9701.0,14,30to40
40.0,9663.0,15,30to40
40.0,9558.0,16,30to40
40.0,9299.0,17,30to40
40.0,9520.0,18,30to40
37.0,9471.0,19,30to40
38.0,9265.0,20,30to40
40.0,9591.0,21,30to40
39.0,9562.0,22,30to40
40.0,9636.0,23,30to40
40.0,9613.0,24,30to40
40.0,9799.0,25,30to40
39.0,9506.0,26,30to40
39.0,9496.0,27,30to40
39.0,9535.0,28,30to40
37.0,9452.0,29,30to40
20.0,8660.0,0,10to20
20.0,8630.0,1,10to20
20.0,8683.0,2,10to20
20.0,8674.0,3,10to20
20.0,8540.0,4,10to20
20.0,8684.0,5,10to20
19.0,8662.0,6,10to20
20.0,8687.0,7,10to20
19.0,8633.0,8,10to20
20.0,8655.0,9,10to20
20.0,8661.0,10,10to20
20.0,8681.0,11,10to20
20.0,8686.0,12,10to20
20.0,8628.0,13,10to20
20.0,8672.0,14,10to20
20.0,8633.0,15,10to20
20.0,8606.0,16,10to20
19.0,8572.0,17,10to20
14.0,8359.0,18,10to20
20.0,8665.0,19,10to20
20.0,8698.0,20,10to20
20.0,8671.0,21,10to20
19.0,8614.0,22,10to20
20.0,8654.0,23,10to20
19.0,8671.0,24,10to20
14.0,8356.0,25,10to20
19.0,8569.0,26,10to20
15.0,8410.0,27,10to20
20.0,8639.0,28,10to20
17.0,8523.0,29,10to20
30.0,9320.0,0,20to30
30.0,9257.0,1,20to30
15.0,8412.0,2,20to30
30.0,9350.0,3,20to30
30.0,9360.0,4,20to30
29.0,9256.0,5,20to30
30.0,9137.0,6,20to30
30.0,9328.0,7,20to30
30.0,9205.0,8,20to30
30.0,9289.0,9,20to30
30.0,9362.0,10,20to30
30.0,9257.0,11,20to30
30.0,9126.0,12,20to30
30.0,9336.0,13,20to30
30.0,9254.0,14,20to30
30.0,9188.0,15,20to30
30.0,9353.0,16,20to30
30.0,9291.0,17,20to30
30.0,9199.0,18,20to30
30.0,9307.0,19,20to30
30.0,9291.0,20,20to30
30.0,9147.0,21,20to30
30.0,9098.0,22,20to30
30.0,9234.0,23,20to30
30.0,9232.0,24,20to30
30.0,9335.0,25,20to30
30.0,9201.0,26,20to30
30.0,9284.0,27,20to30
30.0,9221.0,28,20to30
29.0,9127.0,29,20to30
32.0,9340.0,0,30to40
37.0,9438.0,1,30to40
40.0,9744.0,2,30to40
24.0,9009.0,3,30to40
28.0,9213.0,4,30to40
40.0,9590.0,5,30to40
40.0,9571.0,6,30to40
40.0,9572.0,7,30to40
39.0,9528.0,8,30to40
40.0,9708.0,9,30to40
39.0,9460.0,10,30to40
40.0,9553.0,11,30to40
40.0,9552.0,12,30to40
40.0,9793.0,13,30to40
40.0,9701.0,14,30to40
40.0,9663.0,15,30to40
40.0,9558.0,16,30to40
40.0,9299.0,17,30to40
40.0,9520.0,18,30to40
37.0,9471.0,19,30to40
38.0,9265.0,20,30to40
40.0,9591.0,21,30to40
39.0,9562.0,22,30to40
40.0,9636.0,23,30to40
40.0,9613.0,24,30to40
40.0,9799.0,25,30to40
39.0,9506.0,26,30to40
39.0,9496.0,27,30to40
39.0,9535.0,28,30to40
37.0,9452.0,29,30to40
20.0,8660.0,0,10to20
20.0,8630.0,1,10to20
20.0,8683.0,2,10to20
20.0,8674.0,3,10to20
20.0,8540.0,4,10to20
20.0,8684.0,5,10to20
19.0,8662.0,6,10to20
20.0,8687.0,7,10to20
19.0,8633.0,8,10to20
20.0,8655.0,9,10to20
20.0,8661.0,10,10to20
20.0,8681.0,11,10to20
20.0,8686.0,12,10to20
20.0,8628.0,13,10to20
20.0,8672.0,14,10to20
20.0,8633.0,15,10to20
20.0,8606.0,16,10to20
19.0,8572.0,17,10to20
14.0,8359.0,18,10to20
20.0,8665.0,19,10to20
20.0,8698.0,20,10to20
20.0,8671.0,21,10to20
19.0,8614.0,22,10to20
20.0,8654.0,23,10to20
19.0,8671.0,24,10to20
14.0,8356.0,25,10to20
19.0,8569.0,26,10to20
15.0,8410.0,27,10to20
20.0,8639.0,28,10to20
17.0,8523.0,29,10to20
30.0,9320.0,0,20to30
30.0,9257.0,1,20to30
15.0,8412.0,2,20to30
30.0,9350.0,3,20to30
30.0,9360.0,4,20to30
29.0,9256.0,5,20to30
30.0,9137.0,6,20to30
30.0,9328.0,7,20to30
30.0,9205.0,8,20to30
30.0,9289.0,9,20to30
30.0,9362.0,10,20to30
30.0,9257.0,11,20to30
30.0,9126.0,12,20to30
30.0,9336.0,13,20to30
30.0,9254.0,14,20to30
30.0,9188.0,15,20to30
30.0,9353.0,16,20to30
30.0,9291.0,17,20to30
30.0,9199.0,18,20to30
30.0,9307.0,19,20to30
30.0,9291.0,20,20to30
30.0,9147.0,21,20to30
30.0,9098.0,22,20to30
30.0,9234.0,23,20to30
30.0,9232.0,24,20to30
30.0,9335.0,25,20to30
30.0,9201.0,26,20to30
30.0,9284.0,27,20to30
30.0,9221.0,28,20to30
29.0,9127.0,29,20to30
32.0,9340.0,0,30to40
37.0,9438.0,1,30to40
40.0,9744.0,2,30to40
24.0,9009.0,3,30to40
28.0,9213.0,4,30to40
40.0,9590.0,5,30to40
40.0,9571.0,6,30to40
40.0,9572.0,7,30to40
39.0,9528.0,8,30to40
40.0,9708.0,9,30to40
39.0,9460.0,10,30to40
40.0,9553.0,11,30to40
40.0,9552.0,12,30to40
40.0,9793.0,13,30to40
40.0,9701.0,14,30to40
40.0,9663.0,15,30to40
40.0,9558.0,16,30to40
40.0,9299.0,17,30to40
40.0,9520.0,18,30to40
37.0,9471.0,19,30to40
38.0,9265.0,20,30to40
40.0,9591.0,21,30to40
39.0,9562.0,22,30to40
40.0,9636.0,23,30to40
40.0,9613.0,24,30to40
40.0,9799.0,25,30to40
39.0,9506.0,26,30to40
39.0,9496.0,27,30to40
39.0,9535.0,28,30to40
37.0,9452.0,29,30to40
20.0,8660.0,0,10to20
20.0,8630.0,1,10to20
20.0,8683.0,2,10to20
20.0,8674.0,3,10to20
20.0,8540.0,4,10to20
20.0,8684.0,5,10to20
19.0,8662.0,6,10to20
20.0,8687.0,7,10to20
19.0,8633.0,8,10to20
20.0,8655.0,9,10to20
20.0,8661.0,10,10to20
20.0,8681.0,11,10to20
20.0,8686.0,12,10to20
20.0,8628.0,13,10to20
20.0,8672.0,14,10to20
20.0,8633.0,15,10to20
20.0,8606.0,16,10to20
19.0,8572.0,17,10to20
14.0,8359.0,18,10to20
20.0,8665.0,19,10to20
20.0,8698.0,20,10to20
20.0,8671.0,21,10to20
19.0,8614.0,22,10to20
20.0,8654.0,23,10to20
19.0,8671.0,24,10to20
14.0,8356.0,25,10to20
19.0,8569.0,26,10to20
15.0,8410.0,27,10to20
20.0,8639.0,28,10to20
17.0,8523.0,29,10to20
30.0,9320.0,0,20to30
30.0,9257.0,1,20to30
15.0,8412.0,2,20to30
30.0,9350.0,3,20to30
30.0,9360.0,4,20to30
29.0,9256.0,5,20to30
30.0,9137.0,6,20to30
30.0,9328.0,7,20to30
30.0,9205.0,8,20to30
30.0,9289.0,9,20to30
30.0,9362.0,10,20to30
30.0,9257.0,11,20to30
30.0,9126.0,12,20to30
30.0,9336.0,13,20to30
30.0,9254.0,14,20to30
30.0,9188.0,15,20to30
30.0,9353.0,16,20to30
30.0,9291.0,17,20to30
30.0,9199.0,18,20to30
30.0,9307.0,19,20to30
30.0,9291.0,20,20to30
30.0,9147.0,21,20to30
30.0,9098.0,22,20to30
30.0,9234.0,23,20to30
30.0,9232.0,24,20to30
30.0,9335.0,25,20to30
30.0,9201.0,26,20to30
30.0,9284.0,27,20to30
30.0,9221.0,28,20to30
29.0,9127.0,29,20to30
32.0,9340.0,0,30to40
37.0,9438.0,1,30to40
40.0,9744.0,2,30to40
24.0,9009.0,3,30to40
28.0,9213.0,4,30to40
40.0,9590.0,5,30to40
40.0,9571.0,6,30to40
40.0,9572.0,7,30to40
39.0,9528.0,8,30to40
40.0,9708.0,9,30to40
39.0,9460.0,10,30to40
40.0,9553.0,11,30to40
40.0,9552.0,12,30to40
40.0,9793.0,13,30to40
40.0,9701.0,14,30to40
40.0,9663.0,15,30to40
40.0,9558.0,16,30to40
40.0,9299.0,17,30to40
40.0,9520.0,18,30to40
37.0,9471.0,19,30to40
38.0,9265.0,20,30to40
40.0,9591.0,21,30to40
39.0,9562.0,22,30to40
40.0,9636.0,23,30to40
40.0,9613.0,24,30to40
40.0,9799.0,25,30to40
39.0,9506.0,26,30to40
39.0,9496.0,27,30to40
39.0,9535.0,28,30to40
37.0,9452.0,29,30to40
20.0,8660.0,0,10to20
20.0,8630.0,1,10to20
20.0,8683.0,2,10to20
20.0,8674.0,3,10to20
20.0,8540.0,4,10to20
20.0,8684.0,5,10to20
19.0,8662.0,6,10to20
20.0,8687.0,7,10to20
19.0,8633.0,8,10to20
20.0,8655.0,9,10to20
20.0,8661.0,10,10to20
20.0,8681.0,11,10to20
20.0,8686.0,12,10to20
20.0,8628.0,13,10to20
20.0,8672.0,14,10to20
20.0,8633.0,15,10to20
20.0,8606.0,16,10to20
19.0,8572.0,17,10to20
14.0,8359.0,18,10to20
20.0,8665.0,19,10to20
20.0,8698.0,20,10to20
20.0,8671.0,21,10to20
19.0,8614.0,22,10to20
20.0,8654.0,23,10to20
19.0,8671.0,24,10to20
14.0,8356.0,25,10to20
19.0,8569.0,26,10to20
15.0,8410.0,27,10to20
20.0,8639.0,28,10to20
17.0,8523.0,29,10to20
30.0,9320.0,0,20to30
30.0,9257.0,1,20to30
15.0,8412.0,2,20to30
30.0,9350.0,3,20to30
30.0,9360.0,4,20to30
29.0,9256.0,5,20to30
30.0,9137.0,6,20to30
30.0,9328.0,7,20to30
30.0,9205.0,8,20to30
30.0,9289.0,9,20to30
30.0,9362.0,10,20to30
30.0,9257.0,11,20to30
30.0,9126.0,12,20to30
30.0,9336.0,13,20to30
30.0,9254.0,14,20to30
30.0,9188.0,15,20to30
30.0,9353.0,16,20to30
30.0,9291.0,17,20to30
30.0,9199.0,18,20to30
30.0,9307.0,19,20to30
30.0,9291.0,20,20to30
30.0,9147.0,21,20to30
30.0,9098.0,22,20to30
30.0,9234.0,23,20to30
30.0,9232.0,24,20to30
30.0,9335.0,25,20to30
30.0,9201.0,26,20to30
30.0,9284.0,27,20to30
30.0,9221.0,28,20to30
29.0,9127.0,29,20to30
32.0,9340.0,0,30to40
37.0,9438.0,1,30to40
40.0,9744.0,2,30to40
24.0,9009.0,3,30to40
28.0,9213.0,4,30to40
40.0,9590.0,5,30to40
40.0,9571.0,6,30to40
40.0,9572.0,7,30to40
39.0,9528.0,8,30to40
40.0,9708.0,9,30to40
39.0,9460.0,10,30to40
40.0,9553.0,11,30to40
40.0,9552.0,12,30to40
40.0,9793.0,13,30to40
40.0,9701.0,14,30to40
40.0,9663.0,15,30to40
40.0,9558.0,16,30to40
40.0,9299.0,17,30to40
40.0,9520.0,18,30to40
37.0,9471.0,19,30to40
38.0,9265.0,20,30to40
40.0,9591.0,21,30to40
39.0,9562.0,22,30to40
40.0,9636.0,23,30to40
40.0,9613.0,24,30to40
40.0,9799.0,25,30to40
39.0,9506.0,26,30to40
39.0,9496.0,27,30to40
39.0,9535.0,28,30to40
37.0,9452.0,29,30to40
20.0,8660.0,0,10to20
20.0,8630.0,1,10to20
20.0,8683.0,2,10to20
20.0,8674.0,3,10to20
20.0,8540.0,4,10to20
20.0,8684.0,5,10to20
19.0,8662.0,6,10to20
20.0,8687.0,7,10to20
19.0,8633.0,8,10to20
20.0,8655.0,9,10to20
20.0,8661.0,10,10to20
20.0,8681.0,11,10to20
20.0,8686.0,12,10to20
20.0,8628.0,13,10to20
20.0,8672.0,14,10to20
20.0,8633.0,15,10to20
20.0,8606.0,16,10to20
19.0,8572.0,17,10to20
14.0,8359.0,18,10to20
20.0,8665.0,19,10to20
20.0,8698.0,20,10to20
20.0,8671.0,21,10to20
19.0,8614.0,22,10to20
20.0,8654.0,23,10to20
19.0,8671.0,24,10to20
14.0,8356.0,25,10to20
19.0,8569.0,26,10to20
15.0,8410.0,27,10to20
20.0,8639.0,28,10to20
17.0,8523.0,29,10to20
30.0,9320.0,0,20to30
30.0,9257.0,1,20to30
15.0,8412.0,2,20to30
30.0,9350.0,3,20to30
30.0,9360.0,4,20to30
29.0,9256.0,5,20to30
30.0,9137.0,6,20to30
30.0,9328.0,7,20to30
30.0,9205.0,8,20to30
30.0,9289.0,9,20to30
30.0,9362.0,10,20to30
30.0,9257.0,11,20to30
30.0,9126.0,12,20to30
30.0,9336.0,13,20to30
30.0,9254.0,14,20to30
30.0,9188.0,15,20to30
30.0,9353.0,16,20to30
30.0,9291.0,17,20to30
30.0,9199.0,18,20to30
30.0,9307.0,19,20to30
30.0,9291.0,20,20to30
30.0,9147.0,21,20to30
30.0,9098.0,22,20to30
30.0,9234.0,23,20to30
30.0,9232.0,24,20to30
30.0,9335.0,25,20to30
30.0,9201.0,26,20to30
30.0,9284.0,27,20to30
30.0,9221.0,28,20to30
29.0,9127.0,29,20to30
32.0,9340.0,0,30to40
37.0,9438.0,1,30to40
40.0,9744.0,2,30to40
24.0,9009.0,3,30to40
28.0,9213.0,4,30to40
40.0,9590.0,5,30to40
40.0,9571.0,6,30to40
40.0,9572.0,7,30to40
39.0,9528.0,8,30to40
40.0,9708.0,9,30to40
39.0,9460.0,10,30to40
40.0,9553.0,11,30to40
40.0,9552.0,12,30to40
40.0,9793.0,13,30to40
40.0,9701.0,14,30to40
40.0,9663.0,15,30to40
40.0,9558.0,16,30to40
40.0,9299.0,17,30to40
40.0,9520.0,18,30to40
37.0,9471.0,19,30to40
38.0,9265.0,20,30to40
40.0,9591.0,21,30to40
39.0,9562.0,22,30to40
40.0,9636.0,23,30to40
40.0,9613.0,24,30to40
40.0,9799.0,25,30to40
39.0,9506.0,26,30to40
39.0,9496.0,27,30to40
39.0,9535.0,28,30to40
37.0,9452.0,29,30to40
20.0,8660.0,0,10to20
20.0,8630.0,1,10to20
20.0,8683.0,2,10to20
20.0,8674.0,3,10to20
20.0,8540.0,4,10to20
20.0,8684.0,5,10to20
19.0,8662.0,6,10to20
20.0,8687.0,7,10to20
19.0,8633.0,8,10to20
20.0,8655.0,9,10to20
20.0,8661.0,10,10to20
20.0,8681.0,11,10to20
20.0,8686.0,12,10to20
20.0,8628.0,13,10to20
20.0,8672.0,14,10to20
20.0,8633.0,15,10to20
20.0,8606.0,16,10to20
19.0,8572.0,17,10to20
14.0,8359.0,18,10to20
20.0,8665.0,19,10to20
20.0,8698.0,20,10to20
20.0,8671.0,21,10to20
19.0,8614.0,22,10to20
20.0,8654.0,23,10to20
19.0,8671.0,24,10to20
14.0,8356.0,25,10to20
19.0,8569.0,26,10to20
15.0,8410.0,27,10to20
20.0,8639.0,28,10to20
17.0,8523.0,29,10to20
30.0,9320.0,0,20to30
30.0,9257.0,1,20to30
15.0,8412.0,2,20to30
30.0,9350.0,3,20to30
30.0,9360.0,4,20to30
29.0,9256.0,5,20to30
30.0,9137.0,6,20to30
30.0,9328.0,7,20to30
30.0,9205.0,8,20to30
30.0,9289.0,9,20to30
30.0,9362.0,10,20to30
30.0,9257.0,11,20to30
30.0,9126.0,12,20to30
30.0,9336.0,13,20to30
30.0,9254.0,14,20to30
30.0,9188.0,15,20to30
30.0,9353.0,16,20to30
30.0,9291.0,17,20to30
30.0,9199.0,18,20to30
30.0,9307.0,19,20to30
30.0,9291.0,20,20to30
30.0,9147.0,21,20to30
30.0,9098.0,22,20to30
30.0,9234.0,23,20to30
30.0,9232.0,24,20to30
30.0,9335.0,25,20to30
30.0,9201.0,26,20to30
30.0,9284.0,27,20to30
30.0,9221.0,28,20to30
29.0,9127.0,29,20to30
32.0,9340.0,0,30to40
37.0,9438.0,1,30to40
40.0,9744.0,2,30to40
24.0,9009.0,3,30to40
28.0,9213.0,4,30to40
40.0,9590.0,5,30to40
40.0,9571.0,6,30to40
40.0,9572.0,7,30to40
39.0,9528.0,8,30to40
40.0,9708.0,9,30to40
39.0,9460.0,10,30to40
40.0,9553.0,11,30to40
40.0,9552.0,12,30to40
40.0,9793.0,13,30to40
40.0,9701.0,14,30to40
40.0,9663.0,15,30to40
40.0,9558.0,16,30to40
40.0,9299.0,17,30to40
40.0,9520.0,18,30to40
37.0,9471.0,19,30to40
38.0,9265.0,20,30to40
40.0,9591.0,21,30to40
39.0,9562.0,22,30to40
40.0,9636.0,23,30to40
40.0,9613.0,24,30to40
40.0,9799.0,25,30to40
39.0,9506.0,26,30to40
39.0,9496.0,27,30to40
39.0,9535.0,28,30to40
37.0,9452.0,29,30to40
20.0,8660.0,0,10to20
20.0,8630.0,1,10to20
20.0,8683.0,2,10to20
20.0,8674.0,3,10to20
20.0,8540.0,4,10to20
20.0,8684.0,5,10to20
19.0,8662.0,6,10to20
20.0,8687.0,7,10to20
19.0,8633.0,8,10to20
20.0,8655.0,9,10to20
20.0,8661.0,10,10to20
20.0,8681.0,11,10to20
20.0,8686.0,12,10to20
20.0,8628.0,13,10to20
20.0,8672.0,14,10to20
20.0,8633.0,15,10to20
20.0,8606.0,16,10to20
19.0,8572.0,17,10to20
14.0,8359.0,18,10to20
20.0,8665.0,19,10to20
20.0,8698.0,20,10to20
20.0,8671.0,21,10to20
19.0,8614.0,22,10to20
20.0,8654.0,23,10to20
19.0,8671.0,24,10to20
14.0,8356.0,25,10to20
19.0,8569.0,26,10to20
15.0,8410.0,27,10to20
20.0,8639.0,28,10to20
17.0,8523.0,29,10to20
30.0,9320.0,0,20to30
30.0,9257.0,1,20to30
15.0,8412.0,2,20to30
30.0,9350.0,3,20to30
30.0,9360.0,4,20to30
29.0,9256.0,5,20to30
30.0,9137.0,6,20to30
30.0,9328.0,7,20to30
30.0,9205.0,8,20to30
30.0,9289.0,9,20to30
30.0,9362.0,10,20to30
30.0,9257.0,11,20to30
30.0,9126.0,12,20to30
30.0,9336.0,13,20to30
30.0,9254.0,14,20to30
30.0,9188.0,15,20to30
30.0,9353.0,16,20to30
30.0,9291.0,17,20to30
30.0,9199.0,18,20to30
30.0,9307.0,19,20to30
30.0,9291.0,20,20to30
30.0,9147.0,21,20to30
30.0,9098.0,22,20to30
30.0,9234.0,23,20to30
30.0,9232.0,24,20to30
30.0,9335.0,25,20to30
30.0,9201.0,26,20to30
30.0,9284.0,27,20to30
30.0,9221.0,28,20to30
29.0,9127.0,29,20to30
32.0,9340.0,0,30to40
37.0,9438.0,1,30to40
40.0,9744.0,2,30to40
24.0,9009.0,3,30to40
28.0,9213.0,4,30to40
40.0,9590.0,5,30to40
40.0,9571.0,6,30to40
40.0,9572.0,7,30to40
39.0,9528.0,8,30to40
40.0,9708.0,9,30to40
39.0,9460.0,10,30to40
40.0,9553.0,11,30to40
40.0,9552.0,12,30to40
40.0,9793.0,13,30to40
40.0,9701.0,14,30to40
40.0,9663.0,15,30to40
40.0,9558.0,16,30to40
40.0,9299.0,17,30to40
40.0,9520.0,18,30to40
37.0,9471.0,19,30to40
38.0,9265.0,20,30to40
40.0,9591.0,21,30to40
39.0,9562.0,22,30to40
40.0,9636.0,23,30to40
40.0,9613.0,24,30to40
40.0,9799.0,25,30to40
39.0,9506.0,26,30to40
39.0,9496.0,27,30to40
39.0,9535.0,28,30to40
37.0,9452.0,29,30to40
